sim_time,world_x,world_y,world_yaw,state
31.74,-1.3529391642564967,-0.5346400613314436,1.224956039246946,navigate_east
31.84,-1.3216246233386988,-0.5510959561483266,1.2251870221457455,navigate_east
31.94,-1.2903952325612555,-0.567736595139802,1.2254118012425455,navigate_east
32.042,-1.2586348093981667,-0.5849164811368519,1.2256310941696946,navigate_east
32.142,-1.2276076844414907,-0.601942912779866,1.2256985172268602,navigate_east
32.244,-1.1958989137926064,-0.6192974365319036,1.2253436966410425,navigate_east
32.344,-1.1643765571161924,-0.6356726219079133,1.2249934101966784,navigate_east
32.444,-1.1326801090734822,-0.6516175202456482,1.224648961106612,navigate_east
32.546,-1.100323504647981,-0.6676899862384016,1.2243005635334618,navigate_east
32.646,-1.068612661064532,-0.6834129368365361,1.2239585292286435,navigate_east
32.746,-1.036951291723519,-0.6992112394872588,1.2236293501676767,navigate_east
32.848,-1.0047760688340845,-0.7154994102443752,1.2233065137096983,navigate_east
32.948,-0.9733614685014915,-0.7317052651117848,1.223484983908885,navigate_east
33.048,-0.942086345402061,-0.7481917468253801,1.2236710208084296,navigate_east
33.148,-0.9109511994655821,-0.7649599104182687,1.223853178000615,navigate_east
33.25,-0.8793474620329365,-0.7823397444133157,1.2240333910883316,navigate_east
33.35,-0.8485924575225842,-0.7997592198580101,1.2242109548131321,navigate_east
33.45,-0.8179560206324051,-0.8174718908132822,1.2243737997667226,navigate_east
33.552,-0.7868189744717973,-0.8357673480020098,1.2242064632952243,navigate_east
33.652,-0.7563251724606841,-0.8538311623648414,1.2238852820525234,navigate_east
33.752,-0.725876960956337,-0.8719921138602206,1.2235660821666847,navigate_east
33.854,-0.6948355892534536,-0.8905735584595194,1.2232437511435008,navigate_east
33.954,-0.6644324705775443,-0.9088438799198615,1.222930351164631,navigate_east
34.054,-0.6340656157746253,-0.9271703713164147,1.2226217989822659,navigate_east
34.154,-0.6037245584066647,-0.9455476376080898,1.2224527948608757,navigate_east
34.256,-0.5727531127565619,-0.9643034474617984,1.2225580249079684,navigate_east
34.356,-0.5421201574827603,-0.9823763153540682,1.2226702155648557,navigate_east
34.456,-0.511342586384514,-1.0001677050746298,1.22279205780556,navigate_east
34.558,-0.47994383431639515,-1.0181908259858652,1.2229244976607065,navigate_east
34.658,-0.4491636162934855,-1.0358257766861723,1.223041134545582,navigate_east
34.758,-0.41841603082309053,-1.0534819744389572,1.2230592477423496,navigate_east
34.86,-0.3871112791211036,-1.0715616567547601,1.2227962458516342,navigate_east
